course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Animal Law,HLS 2355,Kristen Stilt,2026 Spring,Full Term,,,,,,19928,227498,Instructor,,,False,False,True,False,False,False,False,"Prerequisite: There are no prerequisites, and 1L students are welcome in the class. Exam Type: One Day Take-Home Students will be evaluated on the basis of class participation and the final exam. This course will introduce students to the broad range of laws that affect non-human animals (“animals”), including companion animals, farm animals (with a particular focus on factory farms), animals used in the context of entertainment (such as zoos and aquaria), animals used in scientific experimentation, and wild animals. The course will focus mainly on the U.S. but will also include some attention to the laws of other countries and to international law. The course will also engage with fundamental questions about animals and the law, such as: Are some animals more deserving of protection than others, and if so, on what basis? What role does culture and belief play in animal law—why are dogs considered pets in the U.S. and food in some parts of the world, for example? Does the status of animals as property pose an insurmountable barrier to increasing protections for animals? What are the advantages and disadvantages of the concepts of “animal rights” and “animal welfare”?",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Criminal Justice Appellate Clinical Seminar,HLS 2363,Devi Rao,2026 Spring,January,,,,,,20022,227523,Instructor,,,False,False,False,False,False,False,False,"For a complete course description, please visit the HLS catalog.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
Food Law and Policy,HLS 2359,Trevor Findley,2026 Spring,Full Term,,,,,,19807,227216,Instructor,,,False,False,True,False,False,False,False,"Prerequisites: No prerequisites for JD students. LLM students must seek faculty permission. Exam Type: No Exam This seminar will present an overview of topics in food law and policy, and will examine how these laws shape what we eat. In the past few years, increasing attention has been paid to a range of issues impacting the food system from farm to fork to landfill. Recent major news stories have covered the U.S. farm bill, climate-friendly farming practices, soda taxes, ultraprocessed foods and food additives, efforts to regulate school meals, and the misleading terrain of expiration date labels. In order to better understand these issues and some of their root causes, we will examine food policy via the lenses of producers, consumers, and corporations, as well as using diverse disciplinary perspectives. Each class will begin with ensuring a shared understanding of the relevant sources of law before delving into policy considerations and discussions of what the law could and should be. We will concentrate on food law in the United States, but will also include comparative global perspectives when helpful. We begin the course by looking at the basic regulation of food, focusing on the history and current issues in rules regarding food safety. We then analyze federal agricultural policy and farm subsidies, and the environmental, health, and safety implications of our agricultural system. The course will cover issues in food labeling, including nutrition facts, health claims, and GMO labeling. Students will also examine the role the government plays in determining what foods are consumed, through its Dietary Guidelines, food assistance programs, and other attempts to increase healthy food access or consumption. Finally, we will evaluate a range of existing and potential policy interventions at the federal, state, and local levels. The reading materials will be provided in a course reader and on the course website, and include various book chapters, cases, regulations, news reports, and scholarly articles that present diverse viewpoints on the topics presented. The seminar is intended to spark debate between different sides of these often controversial issues. The seminar is open to any student interested in food and agricultural policy and its implications on health and the environment, and no background or prerequisites are required. Rather than an examination, students will be required to submit short discussion posts via the online course discussion board; prepare for and participate in an in-class role play debate; and write a policy paper that explains a food law problem and recommends a policy change intended to improve the health, nutrition, or environmental outcomes. Grades will be determined on the basis of these written submissions, in-class role plays, and class participation. Enrollment in the seminar is limited to 22 students and it is open to LLM students by permission. This course satisfies the clinical seminar requirement for the Food Law & Policy Clinic.  To learn more about the Clinical Curriculum and Registration, please visit our Clinical Registration Center. You can also find more information on How to Register for Clinics and How Clinical Credits Work.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
Military Law and Justice,HLS 2418,"Margaret Ryan, Liam Hardy",2026 Spring,Full Term,,,,,,19898,227423,Instructor,,,False,False,False,False,False,True,False,"Prerequisites: LLMs must have taken, or be concurrently enrolled in, Constitutional Law or Federal Courts. For students who may have taken applicable courses elsewhere, permission to waive the requisite is required. Exam Type: No Exam This seminar will examine constitutional issues in the context of the U.S. military justice system. To that end, students will become familiar with the constitutional and statutory framework establishing that system as well as case law from federal courts analyzing the legal issues that arise from its operation. Over the course of the semester we will examine issues related to the position of an Article I court within the federal system, particularly jurisdiction, as well as areas of constitutional law such as aspects of criminal procedure, Due Process, and First Amendment jurisprudence, albeit in the military context.  The goal of this seminar is to both improve your understanding of constitutional issues as they relate to the military justice system and help you develop an organized framework for approaching legal problems. As such, each topic will begin with the text of the underlying constitutional provision, followed by the text of the relevant statute, and finally the body of case law related to each topic. From time to time, we may also read scholarly articles and advocacy documents that will help put these issues into context.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
Becoming a Law Professor,HLS 2416,Susannah Tobin,2026 Spring,Full Term,,,,,,19881,227389,Instructor,,,False,True,False,False,False,False,False,"Prerequisite: Admission is by application via email to Susannah Barton Tobin at stobin@law.harvard.edu by October 31, 2025. Please include a paragraph expressing your interest in the reading group and a CV. Exam Type: No Exam This reading group will focus on the generative scholarly process that is at the center of the life of the law professor. Each week, a member of the faculty will present a working draft of her or his scholarship, and that piece will be discussed by the group. Discussions will focus in part on the genesis of the research project being presented, in order to demonstrate how articles develop from the first spark of an idea to final publication. Students will also explore substantive issues raised in the pieces, the better to become familiar with the latest work being done across a variety of subject areas. Students will also develop their own research and scholarly agendas as the semester progresses. Note: This reading group will meet weekly.",,Harvard Law School,,,Law School,Reading Course,,HLS Credit/Fail,,,,
Prison Law,HLS 2394,Samuel Weiss,2026 Spring,Full Term,,,,,,19844,227314,Instructor,,,False,True,True,False,False,False,False,"Prerequisite: None  Exam Type: Any-Day Take-Home  While courses in criminal law tend to focus on the â€œfront endâ€  of the criminal legal process (investigation, prosecution, and verdict), this course focuses on the back end: the law of incarceration. What legal obligations does the state have toward those it incarcerates? Topics to be covered include: the evolution of prison rights litigation; the scope of constitutional rights in prison; the prison disciplinary process; the interaction of prison law and remedies; conditions of confinement; medical and mental health care; sexual assault; the intersection of prison law and gender identity; religious freedom; the enforcement of disability law inside prisons; immigration detention and incarceration; and alternatives to an American-style carceral system. There will also be a focus on legal practiceâ€”how lawyers litigate prison rights cases.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Deals,HLS 2445,Guhan Subramanian,2026 Spring,Full Term,,,,,,19694,226975,Instructor,,,False,True,True,True,False,False,False,"Prerequisite: For JD students, you must have completed, or be concurrently enrolled in, Corporations prior to enrolling in this course. For LLM students, Corporations or its equivalent is a prerequisite. Exam Type: No Exam     Overview: This advanced negotiation course examines complex corporate deals. Many of the class sessions will be structured around actual corporate deals, selected for the complex issues of law and business that they raise. Students will research and analyze these transactions in order to present their most important aspects and lessons to the class. The goal is to help students develop their transactional instincts, better prepare them to anticipate deal challenges, and equip them with the skills to creatively address those challenges through contract and deal design. Career Focus: This course is restricted to JD/LLM and MBA students and is geared towards preparing those students to face complex deals of many different natures. In the spring, there are often guest practitioners that join the course, and they hail from both legal and business backgrounds to offer their expertise. The class will be comprised of approximately an equal number of students from HBS and HLS. For HLS students, the basic course in Corporations, Corporations taken concurrently, or permission of the instructor is a prerequisite. A familiarity with basic business concepts will be assumed throughout the course. For HBS students, in addition to the first-year curriculum, a basic Negotiations course is recommended though not required. Educational Objectives:  Topics developed throughout the course include: how negotiators create and claim value through the setup, design, and tactical implementation of agreements; complexities that can arise through agency, asymmetric information, moral hazard, and adverse selection; structural, psychological, and interpersonal barriers that can hinder agreement; and the particular challenges inherent in the roles of advisors as negotiators. The course will also explore the differences between deal-making and dispute resolution; single-issue and multiple-issue negotiations; and between two parties and multiple parties. Course Content and Organization: In previous iterations, this course has been split into four modules. Module 1 introduces the different perspectives that law and business training bring to transactions. Module 2 provides certain building blocks for transactional practice, through a series of focused caselets. Module 3 examines the particular tactical aspects of deal execution and deal drafting. This module will feature two complex negotiation exercises, each focusing on different aspects of dealmaking. Module 4 examines complex corporate deals, focusing in particular on multi-party deals and the lawyer/business interface. Grading / Course Administration: Evaluation will be on the basis of class participation and a final paper or project. The class will be compromised of approximately an equal number of students from HBS and HLS. This course will meet on HBS's campus and adheres to HBS's academic calendar. Cross-registration is not allowed for this course.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Terrorism and International Law,HLS 2421,Naz Modirzadeh,2026 Spring,Full Term,,,,,,19882,227392,Instructor,,,False,False,False,True,False,False,False,"Prerequisite: Public International Law Exam Type: No Exam How does international law define terrorism? In what ways is terrorism framed as an international problem requiring international solutions? Are contemporary counterterrorism approaches in tension with the rules of international law? This course will introduce students to the rules, policies, and institutions of international efforts to combat terrorism. We will explore how these efforts operate within the system of public international law and how they interact with legal regimes within that system, including the law of war and international human rights law. We will examine how, particularly after September 11, 2001, global approaches to countering terrorism may weaken or strengthen existing international legal frameworks and multilateral institutions. Readings will draw from a variety of primary sources (including terrorism-suppression treaties, United Nations Security Council and General Assembly resolutions, and select municipal legislative and enforcement frameworks) as well as academic and policy literature related to terrorism and counterterrorism. The course will focus on real-world interpretive dilemmas, legal challenges to counterterrorism approaches, and related complex decision-making.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
Trademark and Unfair Competition,HLS 2462,Rebecca Tushnet,2026 Spring,Full Term,,,,,,19683,226932,Instructor,,,False,True,False,True,False,False,False,"Prerequisite: None Exam Type: Any Day Take-Home This course will introduce students to the federal Lanham Act and related common law doctrines designed to protect against consumer confusion and appropriation of commercial goodwill. In addition to the technical requirements for trademark eligibility, registration, and infringement, we will consider the constitutional and economic underpinnings of trademark protection and evaluate current trends toward the ""propertization"" of trademark law, First Amendment defenses, and the role of the right of publicity.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Appellate Courts and Advocacy Workshop,HLS 2426,Brian Wolfman,2026 Spring,January,,,,,,20020,227499,Instructor,,,False,True,True,True,True,True,False,"Professional Writing: Successful completion of appropriate written work in this offering satisfies the professional writing requirement for matriculants to the J.D. program  Prerequisites: None Exam Type: No Exam The Appellate Courts and Advocacy Workshop combines a substantive review of key appellate litigation doctrines concerning appellate jurisdiction, standards of review, and other topics, with a significant litigation-skills component, including motion and brief writing. The course considers each stage of the appellate litigation process beginning with a general overview, moving to the various bases for appellate jurisdiction in the federal courts, then discussing standards of review, and concluding with an intense review of the anatomy of an appellate brief. We will also briefly consider U.S. Supreme Court practice. Students considering clerkships, particularly appellate clerkships, generally find this course useful. There are about a half dozen small-to-medium-sized writing assignments, which have two purposes: They introduce students to an aspect of appellate practice, and they demand application of one or more of the course’s doctrinal topics. In addition to these smaller assignments, students are also responsible for writing an appellate brief. For all assignments, students are provided copies of relevant practice rules, statutes, cases, and other items. No outside research is involved. The doctrinal portion of the course and the corresponding small-to-medium-sized writing assignments will be covered during the first two weeks of the January Term. The appellate brief will be completed in the Spring Term. During the Spring Term, each student will have a one-on-one meeting with the teacher to review a draft appellate brief.  The instructor, Brian Wolfman, is a Professor from Practice and Director of the Appellate Courts Immersion Clinic at Georgetown Law. Before that, he was a co-director of Stanford Law Schoolâ€™s Supreme Court Litigation Clinic. Before joining Stanford in 2014, for five years, Mr. Wolfman was co-Director of Georgetown Lawâ€™s Institute of Public Representation, where he directed a student-based clinic that handled a mix of individual civil-rights cases and public-interest â€œimpactâ€  litigation. He is the former Director of Public Citizen Litigation Group, a public-interest law firm in Washington, D.C., where he practiced for nearly 20 years. He began his career as a poverty lawyer in rural Arkansas. He has litigated dozens of cases in courts of appeals and in the Supreme Court. Feel free to direct questions about the class to Mr. Wolfman at bswolfman@yahoo.com. Note: The credit breakdown for this course is as follows: three total credits, with two law classroom credits awarded during the January Term and one writing credit awarded during the Spring Term. This course will meet for the first two weeks of the winter term. This course is open to upper-level JD students only. Interested LLM student must receive instructor permission.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Constitutional History II: From Reconstruction to the Civil Rights Movement,HLS 2453,Michael Klarman,2026 Spring,Full Term,,,,,,19696,226980,Instructor,,,False,False,False,True,True,True,False,"Prerequisite: None Exam Type: Any Day Take-Home This course examines, from the perspective of social and political history, constitutional developments from the enactment of the post-Civil War constitutional amendments to the Supreme Court’s decision in Brown v. Board of Education and its effect on the civil rights movement. The principal issues addressed include the enactment and early judicial interpretation of the 13th, 14th, and 15th amendments; the constitutional questions raised by segregation and disfranchisement during the Plessy era; economic regulation during the Lochner era; the birth of the modern first amendment during the interwar period; women's suffrage and the 19th amendment; race issues during the interwar period; the constitutional crisis over the New Deal in the 1930s; Japanese American internment and Korematsu; first amendment issues raised during and after World War II; and, finally, the road to Brown v. Board of Education as well as an assessment of that decision’s historical significance.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
International Criminal Law,HLS 2455,Alex Whiting,2026 Spring,Full Term,,,,,,19840,227306,Instructor,,,False,False,False,True,True,False,False,"Prerequisites: Public international law is helpful but is not a prerequisite.   Exam Type: One-Day Take-Home This course will focus on the prosecution of international crimes (genocide, crimes against humanity, war crimes, aggression, torture, and terrorism) by international and national courts. We will study the development of the law of these crimes -- including the elements of crimes, modes of liability, and defenses -- as well as the institutional, political, strategic, logistical and procedural challenges faced by prosecutors, defense lawyers, and judges who adjudicate these crimes.  The ambition of the course will be to understand the law and its development, as well as the dynamic application of the law in the courts that pursue these cases.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Comparative Law: Why Law? The Experience of China,HLS 2461,William Alford,2026 Spring,Full Term,,,,,,19810,227223,Instructor,,,False,True,False,True,False,False,False,"Prerequisite: None Exam Type: Any Day Take-Home This course uses the example of China as a springboard for asking fundamental questions about the nature of law, and the ways in which it may (or may not) differ in different societies. Historically, China is said to have developed one of the world's great civilizations while according law a far less prominent role than in virtually any other. This course will test that assertion by commencing with an examination of classic Chinese thinking about the role of law in a well-ordered society and a consideration of the nature of legal institutions, formal and informal, in pre-20th century China-all in a richly comparative setting. It will then examine the history of Sino-Western interaction through law, intriguing and important both in itself and for the broader inquiry into which it opens concerning the transmission of ideas of law cross culturally. The remainder (and bulk) of the course will use the example of the People's Republic of China - which has, for example, gone from 3,000 to more than 650,000 lawyers in a few decades - to ask what it means to build a legal order. Simply stated, what is central and why, what is universal and what culturally specific and why, and so forth? In addition to examining the principal institutions of the Party-state and the uses to which law is put, the contemporary parts of the course will consider issues of the economy (e.g., corporate governance and trade), human rights, the family and much more. This course, which satisfies the Law School's international legal studies graduation requirement for JDs, is intended to be inviting to individuals both with and without prior study of China.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Law & Democracy: Demise or Renewal?,HLS 2485,Stephanie Robinson,2026 Spring,Full Term,,,,,,19933,227508,Instructor,,,False,False,True,False,False,False,False,"Analytical Paper Optional: All enrolled students have the option of completing a research paper of at least 20-25 pages, with faculty and peer review of a substantially complete draft. This paper can be used to satisfy the analytical paper requirement for J.D. students. Students who choose to satisfy the analytical paper requirement through this course may not also count the course toward their experiential learning requirement.  Prerequisite: None Exam Type: No Exam This course examines and questions the status of the American democracy in the context of its unique history and contemporary challenges, focusing on its survival in a nation increasingly fractured by division and polarization. In doing so, this course explores provocative themes and questions of citizenship, law, self-governance, accountability, and inclusion in American democracy while grappling with issues of class, race, and gender. It moves beyond limited representations of democratization as the quest for universal suffrage and fair elections to a more fluid, real-time construct of competing interests, negotiated outcomes, stressed and malleable institutions, tumultuous changes, and their legal implications. It further clarifies the democratic process as one subject to ongoing interpretation, challenge, and renewal.  Note: This course is not available for cross-registration.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
American Legal History: From Reconstruction to the Present,HLS 2519,Laura Weinrib,2026 Spring,Full Term,,,,,,19715,227029,Instructor,,,False,False,False,False,True,True,False,"Prerequisites: None Exam Type: In Class This course examines major legal and constitutional conflicts in American history beginning with Reconstruction. Topics include law and social movements, the role of the courts, rights consciousness, the legal profession, and legal thought. Students will connect legal texts and legal struggles to broader developments in social, cultural, and political history. Note: This course will not meet twice every week; the exact schedule will be announced before the semester begins. This course is cross-listed with the History Department at FAS as History 1219. FAS and GSAS students will need instructor permission to enroll.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Public Health Law and Policy,HLS 2497,Carmel Shachar,2026 Spring,Full Term,,,,,,19685,226934,Instructor,,,False,False,True,False,False,False,False,"Prerequisites: This seminar is open to LLM students by permission. Exam Type: No Exam This seminar provides an overview of the historical law and policy decisions that have shaped the U.S. health care system and are informing current debates about health reform. Incorporating varying perspectives, the seminar discusses federal and state policy options to address current health and public challenges. This seminar begins with an analysis of health systems in other countries. Next, we discuss the key policy decisions that have shaped the current patchwork of public and private insurance coverage options in this country. After providing this international and historical context, we analyze in detail the key elements of the current U.S. health and public health care systems through the lens of its impact on vulnerable populations. We look at the components of the federal approach to reform, including the national health care reform law the Patient Protection and Affordable Care Act. We also consider several state initiatives that highlight how states are acting as laboratories of innovation to implement sweeping health and public health reforms. Finally, we discuss the current health law and policy climate in this country and explore both the opportunities and challenges for health policy solutions focused on increasing access to care and addressing public health concerns. This seminar is open to students interested in health and public health law and policy; no background or prerequisites are required. The reading materials include various book chapters, cases, news reports, and scholarly articles that present diverse viewpoints on the topics presented. The course employs experiential learning techniques, such as role plays, simulations, and discussion posts to spark debate between different sides of often controversial issues. Over the course of a semester, students gain a wealth of hands-on experience in current and emerging health law and policy issues, produce a written policy paper, and develop a range of problem-solving, policy analysis, research and writing, oral communication, advocacy and leadership skills. This course satisfies the clinical seminar requirement for the Health Law & Policy Clinic.  To learn more about the Clinical Curriculum and Registration, please visit our Clinical Registration Center. You can also find more information on How to Register for Clinics and How Clinical Credits Work.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
Law and Inequality Workshop,HLS 2479,Lucie White,2026 Spring,Full Term,,,,,,19733,227072,Instructor,,,False,False,False,True,True,False,False,"Prerequisites: None Exam Type: No Exam In this course we will explore concepts of inequality from a range of disciplinary perspectives. We will also consider meanings and effects of pernicious inequalities in several sociolegal contexts such as geography, race, and poverty/work/labor. Finally we will examine methodologies for ""mapping"" ways that various legal dynamics drive the genesis, elaboration, reinforcement and maintenance of hierarchies of privilege and disadvantage across individuals, groups, localities, regions and nations and more. As we identify key legal drivers in the production of specific adverse inequalities, we will also explore ways that changes in legal ordering might shift bargaining power, redistribute resources or otherwise ameliorate their negative effects. Students will work in clusters to research a domain of inequality and develop a legal inequality map of its drivers in order to analyze and engage with it.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Leadership & Management Skills for Lawyers,HLS 2547,David Friedman,2026 Spring,Full Term,,,,,,20924,227734,Instructor,,,False,True,False,False,False,False,False,"Prerequisites: None Exam Type: No Exam This reading group will study ways for lawyers to become outstanding leaders and managers in different organizational settings:  private (corporate and law firm), non-profit and government settings.  We will focus on the practical, policy and ethical dimensions of management in these various settings, with a heavy emphasis on practical understanding and skills.  And we will pay particular attention to how gender and race dynamics relate to management and leadership issues. Attorneys can â€“ and should â€“ develop management and leadership skills from their very first day in practice.  As your legal career advances, in the future you may be entrusted to run a government agency (or an entire government), a law firm, a non-profit organization, a companyâ€™s in-house law department, a court system, or a smaller division of any of these.  We will examine principles, case studies and hypothetical problems with an eye to building awareness and habits that prepare you for management roles.  And until you become a supervisor, understanding how managers and leaders function will better prepare you to be an effective counsel and to understand the people and entities with whom you work and interact.   Some of the specific questions and topics we will examine include:  How do you set goals and measure performance for attorneys when so much of what attorneys do cannot be easily quantified (providing sound judgment and counsel, pursuing justice, preventing disputes, etc.)?   What management and communication styles work most effectively in various settings and circumstances? What decisionmaking approaches can managers and leaders use to facilitate good, sound decisions? How can managers handle situations over which they have limited direct authority and control? How can lawyers excel as leaders? How do various compensation systems affect the management of lawyers and how can compensation be optimally structured? How can managers successfully create change in their organizations? How can junior attorneys develop leadership skills and practices that will prove valuable later on in their careers – and what are those key skills and best practices?  We will be joined by special guests throughout the semester who will share their own stories and experiences of managing and leading in different settings.  Past special guests have included Bill Lee (Wilmer Hale managing partner), Stephanie Lovell (Blue Cross Blue Shield Mass. general counsel and Mass. First Assistant Attorney General), Margaret Marshall (Mass. Supreme Judicial Court Chief Justice and Harvard University general counsel), Regina Pisa (Goodwin LLC managing partner), Keren Rimon (Ropes & Gray counsel and Harvard Management Company SVP), Carol Rose (ACLU Massachusetts Executive Director), Barry White (Foley Hoag managing partner and U.S. Ambassador to Norway), and many other talented leaders. Note: This reading group will meet on the following dates: TBD.",,Harvard Law School,,,Law School,Reading Course,,HLS Credit/Fail,,,,
Federal Budget Policy,HLS 2566,Howell Jackson,2026 Spring,January,,,,,,19979,227022,Instructor,,,False,True,True,True,True,True,False,"Prerequisites: None Exam Type: No Exam   Students enrolled in the course will be expected to submit a series of reaction papers to daily assignments, some of which may be team reaction papers, as well as a somewhat longer blog post addressing an issue of current policy debate. The goal of this course is to introduce students to the law and practice of federal budgeting in the United States. We will begin with the basic structure of the federal budget process, including the President's budget and Congressional budget procedures.  We will explore the roles of all three branches of federal government in setting budget policy in the United States, covering government shut-downs, debt ceiling crises, impoundment disputes, and ongoing debates over budget reforms and fiscal challenges. We will also examine current debates over deficits and public debt levels. Based on student interest, we may also take up entitlement reform, defense spending, budgeting for infrastructure as well as topics related to state budgeting practices and federal-state relations in budget policy.  The course will meet for the first two weeks of the January Term with several luncheon meetings scheduled at which outside experts on federal budget policy will speak.  Blog postings will be due by the third week of the term. Readings will be from Fiscal Challenges: An Interdisciplinary Approach to Budget Policy (2007) (Howell Jackson, et al., eds.) and additional distributed materials. Students interested in writing a research paper on budget policy can sign up to write such a paper for independent writing credit in the Spring semester. Research topics should be arranged with permission of the instructor. Examples of student papers from past years are available   at: http://scholar.harvard.edu/briefingpapers/home. Note: This course will be jointly listed with HKS as MLD-420M. This course will meet over the first two weeks of the term.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
Immigration Law,HLS 2466,Gerald Neuman,2026 Spring,Full Term,,,,,,19851,227325,Instructor,,,False,True,True,False,False,False,False,"Prerequisites: Prior completion of a course in U.S. Constitutional Law that covers separation of powers and federalism is recommended, but not required. Exam Type: In Class After three major swings of the political pendulum, federal immigration law is deeply unsettled.  This course examines current developments in the context of the statutory system that provides their basis, and the peculiar constitutional doctrines that persist in this field, with attention to the normative debates.  Among other topics, we will consider the criteria for admission and residence in the United States, the grounds and process of deportation, an introduction to refugee law, and the endangered right to judicial review.",,Harvard Law School,,,Law School,Lecture,,HLS Graded,,,,
The Roberts Court: Theory and Practice,HLS 2551,Ian Gershengorn,2026 Spring,Full Term,,,,,,19944,227522,Instructor,,,False,False,True,False,False,False,False,"Prerequisites: None Exam Type: No Exam This seminar will examine various facets of the recent jurisprudence of the U.S. Supreme Court. We will consider a variety of substantive areas, including (among others) the separation of powers, equal protection, religious freedom, criminal law, and administrative law. Throughout, we will draw on both academic and practice-oriented perspectives, and we will blend close analysis of major opinions with attention to cross-cutting themes in the way the Court approaches its work and how that work is perceived. The seminar will be taught by Ian Heath Gershengorn, Chair of the Supreme Court Practice at Jenner & Block LLP and formerly Acting Solicitor General of the United States.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
Philosophical Analysis of Legal Argument: The Logocratic Method in an Uncertain Time,HLS 2526,Scott Brewer,2026 Spring,Full Term,,,,,,19749,227102,Instructor,,,False,False,True,False,False,False,False,"Analytical Paper Required: All enrolled students complete a research paper of at least 20-25 pages, with faculty and peer review of a substantially complete draft. This paper can be used to satisfy the analytical paper requirement for J.D.     students.Prerequisites: None Exam Type: No Exam Ours is a time fraught with uncertainty about the stability and legitimacy of political and legal institutions and the security of our individual health and that of the planet. To a surprising extent, the human capacity to make, receive, and be convinced by arguments is central to the way we make sense of information about both our individual lives and the world in general. Arguments are also central to the operations of vital domains of life, including politics (think about the political effects of social media), law (think about the contentious issues that come before the Supreme Court as well as who should sit on the Court), and everyday life (think about urgent decisions to be made about public health and personal precaution during a pandemic). This course presents a detailed philosophical examination of arguments and their operation and effects in legal, political, and everyday life. The course framework is the Logocratic Method, a systematic method for understanding the nature of arguments and their principal uses, which can enhance one's ability both to make and to critique arguments. Although the Logocratic Method applies to arguments in any domain, our principal focus will be on legal and political arguments. From a Logocratic point of view, these tools of analysis are to lawyering and political persuasion as materials engineering is to architecture. One must know the strengths and the weaknesses of the materials from which an edifice is built, and, no less importantly, the different ways in which these materials can be strong or weak, lest it collapse under its own weight - whether the edifice is a dome atop a cathedral, an argument for plaintiff, prosecutor, or defendant, or an argument for the electability of a candidate or in favor of or in opposition to a legislative policy. Readings are from philosophers, legal and political theorists, as well as from cases, statutes, and political speeches. Although the course introduces and uses some basic techniques from formal logic (familiar to all LSAT-takers!), this course presupposes no background in logic or philosophy. Work for the course consists of class participation and a paper that applies the methods learned in the course to a case or political speech (to be agreed in consultation with the professor). Cross-registrants are welcome. Anyone seeking information about this course should feel free to contact Professor Scott Brewer at sbrewer@law.harvard.edu.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
Veterans Law and Disability Benefits Clinical Seminar,HLS 2520,"Daniel Nagin, Dana Montalto",2026 Spring,Full Term,,,,,,19751,227106,Instructor,,,False,False,True,False,False,False,False,"For a complete course description, please visit the HLS catalog.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
"Behavioral Economics, Law and Public Policy",HLS 2589,Cass Sunstein,2026 Spring,Full Term,,,,,,19682,226931,Instructor,,,False,True,False,False,False,False,False,"Analytical Paper Optional: All enrolled students have the option of completing a research paper of at least 20-25 pages, with faculty and peer review of a substantially complete draft. This paper can be used to satisfy the analytical paper requirement for J.D. students. Prerequisite: Instructor permission is required. Please send your CV to Brenda Bee (bbee@law.harvard.edu). Exam Type: No Exam This seminar will explore a series of issues at the intersection of behavioral economics and public policy. Potential questions will involve climate change; energy efficiency; health care; and basic rights. There will be some discussion of paternalism and the implications of neuroscience as well. Note: This seminar is jointly listed with FAS as ECON 2050 & HKS as API-305.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
The Effects of Mass Incarceration: Experiences of Prison and Parole,HLS 2624,Dehlia Umunna,2026 Spring,Full Term,,,,,,19811,227224,Instructor,,,False,True,False,False,False,False,False,"Prerequisite: None Exam Type: No Exam More than 8 million Americans are under ""correctional supervision"" in the United States, which incarcerates people at a rate drastically out of proportion with its population compared with the rest of the world. The yearly US cost of incarceration is over $80 billion per year. There are major debates on incarceration issues swirling in the general public and in the legal community ranging from the morality and efficacy of solitary confinement to the effects of prison overcrowding to the proper administration of parole to the appropriateness of life sentences without parole for a variety of populations and crimes. The effects of incarceration fall disproportionately on communities of color and perpetuate the cycle of poverty. Through a combination of practical experiences and written texts, students will examine the experience and effects of incarceration and parole locally, nationally, and internationally. Experiences in the seminar will include touring local prisons or jails, meetings with lifetime parolees and formerly incarcerated individuals, and a wide variety of written texts, including essays, case studies, and research. Students numbered 1-5 on the waitlist who plan to enroll if the opportunity arises should attend the first class as long as other course scheduling permits.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
Estate Planning,HLS 2592,Marc Bloostein,2026 Spring,Full Term,,,,,,19901,227426,Instructor,,,False,True,False,False,False,False,False,"Professional Writing: Successful completion of appropriate written work in this offering satisfies the professional writing requirement for matriculants to the J.D. program.  Prerequisite: Trusts and Estates, which may be taken concurrently with this course as well. Exam Type: No Exam  Grading will be based upon practice exercises and class participation. This course will examine basic and sophisticated estate planning techniques. It will take a practical perspective, studying how the estate planner navigates the federal transfer tax and property law rules with sensitivity to a client's personal circumstances and concerns in order to achieve the client's objectives.",,Harvard Law School,,,Law School,Seminar,,HLS Graded,,,,
