course_code,course_title,course_teacher,link,fas_code,unique_code,course_id,num_responded,num_students,course_score_mean,course_score_median,course_score_mode,course_score_stdev,lecturer_score_mean,lecturer_score_median,lecturer_score_mode,lecturer_score_stdev,workload_score_mean,workload_score_median,workload_score_mode,workload_score_stdev,rec_score_mean,rec_score_median,rec_score_mode,rec_score_stdev,sentiment_score_mean,sentiment_score_median,sentiment_score_mode,sentiment_score_stdev,gem_probability_mean,gem_probability_median,gem_probability_mode,gem_probability_stdev,best_comment,max_sent_score,worse_comment,min_sent_score,best_gem_comment,max_gem_probability
SCRB 180,"Development, Plasticity, and Regeneration in the Mammalian Brain 001",Macklis,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a544fb4eb67b8d6bc5e1f1b33a0f896c111df7f3d9dd58509720d58d762a38d95b461a1298a61362392b2cef399b1f90&ReportType=2&regl=en-US,FAS-125803-2248-1-1-001,FAS-125803-2248-1-1-001(Macklis),125803,17,19,4.31,5.0,5.0,1.1981045636565055,4.36,5.0,5.0,1.3901166290726266,5.5,5.0,5.0,2.19,4.31,5.0,5.0,1.35,0.55802,0.89465,0.7725,0.728790589950227,0.0,0.0,0.0,0.0,"Take this class! This course is a clear example of one that teaches you more than just the material, but ways to think about the material going forward. As regeneration and regrowth is such a new field, it feels essential to not only master previous literature but also ways to explore and expand going forward. The final project is a little bit daunting and expectations aren't very clear from the beginning, but the staff is receptive to feedback. Prof. Macklis can be a bit sassy and self–referential, but he means well and has a vast amount of expertise in research and medical fields. Everything is super interesting, just take good notes!",0.9754,"In the most respectful way possible, this course was hands–down the worst upper–level course I have taken at Harvard. To begin, the syllabus seemingly implies structured lectures, but they were the complete opposite. Macklis unfortunately cannot go on for more than 5–10 minutes without going on an incoherent tangent that never pertains to the material at hand, despite stating he always knows how to get back on track. So much so, that we are often 3–4 lectures behind schedule on the syllabus. When points of confusion arise and you ask a question, he goes on another tangent or rudely cuts you off and never fully answers the question if at all. Everything taught in this class is covered by the developmental unit in NEURO80, so each lecture often feels like a waste of time. Coupled with Macklis' pompous and exceedingly arrogant attitude, this is easily one of the worst classes I have taken. Assignments, ""midterms"", and the final project are relatively straightforward but can feel repetitive and like busy work. Each lecture's readings are unreasonable and unnecessary (many of which are the professor's own work or collaborations), as Macklis rarely touches upon them or discusses their contents. The only ""bright–side"" of this course are: it being over and the sections where you review and learn about new experimental techniques or about revolutionary developmental biology with the TFs.  Save yourself the time, frustration, and boredom and skip this course if it is still available.",-0.961,,0.0
SCRB 190,"Understanding Aging: Degeneration, Regeneration, and the Scientific Search for the Fountain of Youth 01",Wagers,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6746117d59f26701f358e7afa5d43ea872a7a29dbe45d124137f3acab386c6c6038443eaef3ff26f1557bad9523cf49a&ReportType=2&regl=en-US,FAS-125185-2248-1-1-01,FAS-125185-2248-1-1-01(Wagers),125185,16,29,4.43,4.0,4.0,0.497569851956243,4.85,5.0,5.0,0.3588702812826367,3.08,3.0,3.0,1.38,4.15,4.0,4.0,0.69,0.93984,0.9274,0.9192,0.025830272937001644,0.0,0.0,0.0,0.0,"This class is really interesting and unique from other SCRB classes that I've taken here –– it delves into many different aspects of biology, ie different organ systems, and relates them to aging. You learn about clinical trial design and therapeutics as well, which I found very interesting. I think the assignments were very fair and there is a lot of support. Prof. Wagers is really knowledgeable and a great person to learn from. Overall, I would highly recommend this course for anyone interesting in the aging field and the therapeutic space.",0.9703,,0.0,,0.0
SCRB 195,The Translational Science of Stem Cells: Present and Future 001,Rubin,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a52414feabd1ca2027ddc044a4af9a6b00c7983c737ad83ccd953300b549ee5834a9c1fd9fc839295197bdb60fbac676&ReportType=2&regl=en-US,FAS-204006-2248-1-1-001,FAS-204006-2248-1-1-001(Rubin),204006,14,17,4.31,5.0,5.0,0.8250497383231333,4.54,5.0,5.0,0.5009082659620331,4.77,4.0,4.0,2.24,4.08,4.0,4.0,0.76,0.8328555555555556,0.9049,0.9662,0.16785583927220935,0.0,0.0,0.0,0.0,"I LOVED this class! But it was by no means easy, and you definitely get out what you put in. The 20 page final paper may sound a bit daunting but it’s completed with a partner and half is submitted as the midterm, so you only really have to write two separate five page chunks. For me, the quizzes were considerably more challenging than the paper and definitely required great note taking in class and careful reading of all the papers.All that said, the difficulty of the course was well worth it, and I learned SO much. Incredible teaching staff who were all highly supportive with the final project and other components of the course. Professor Rubin is particularly amazing and cares so much for all his students (brought us cookies every day!). The course content is super relevant and current and I frequently used information from this class in my lab and in other classes. 10/10 would recommend for anyone willing to put in the required effort.",0.9934,,0.0,,0.0
SCRB 197,Frontiers in Therapeutics 01,Fishman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e1a6c41361872b97df0decab40760b8b1dd35f769a42f61abfd48efa24133a290dd2ac5079506aed05217f56301eb5c9&ReportType=2&regl=en-US,FAS-204358-2248-1-1-01,FAS-204358-2248-1-1-01(Fishman),204358,35,52,4.64,5.0,5.0,0.7722458393307382,5.0,5.0,5.0,0.0,4.55,4.0,3.0,2.69,4.58,5.0,5.0,0.87,0.8925833333333334,0.9539,0.9594,0.10531538209531574,0.0,0.0,0.0,0.0,"Truly a class you can only take at Harvard.  The speakers invited were at the forefront of their fields in therapeutic research and the course materials really helped us develop a strong translational framework with which to evaluate current research. I think most of the bio classes are very theoretical, but this course did an amazing job at incorporating student feedback, helping us engage with the material, and understand how the research being conducted can go on to make real changes in people's livelihoods.  Alex, the TF, is definitely a standout — highly recommend trying to get her if you can. This is definitely a survey class, but a really effective one. There are MS/MBAs, but not that much interaction between undergrads and MBAs.Assignments are weekly Canvas discussion posts, 1 paper presentation, and 2 papers. Really well–spaced out and the papers and presentation in particular really help you develop a great framework to challenge the experimental design, conclusions drawn from experimental results, and understand what are the therapeutic implications of the research presented — all things I haven't found in other courses at Harvard. Grading is fair and if you put in the work, you will definitely do well.",0.9946,,0.0,,0.0
SCRB 197,Frontiers in Therapeutics 01,Ghaffari,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=018a48538aaf73f69329ebf347c7d63f7f1cc4daf580bf0168fa9fd129fdffd5a079937f088d55609a31a65c87edef4b&ReportType=2&regl=en-US,FAS-204358-2248-1-1-01,FAS-204358-2248-1-1-01(Ghaffari),204358,35,52,4.64,5.0,5.0,0.7722458393307382,3.86,3.0,3.0,0.995139703912486,4.55,4.0,3.0,2.69,4.58,5.0,5.0,0.87,0.8925833333333334,0.9539,0.9594,0.10531538209531574,0.0,0.0,0.0,0.0,"Truly a class you can only take at Harvard.  The speakers invited were at the forefront of their fields in therapeutic research and the course materials really helped us develop a strong translational framework with which to evaluate current research. I think most of the bio classes are very theoretical, but this course did an amazing job at incorporating student feedback, helping us engage with the material, and understand how the research being conducted can go on to make real changes in people's livelihoods.  Alex, the TF, is definitely a standout — highly recommend trying to get her if you can. This is definitely a survey class, but a really effective one. There are MS/MBAs, but not that much interaction between undergrads and MBAs.Assignments are weekly Canvas discussion posts, 1 paper presentation, and 2 papers. Really well–spaced out and the papers and presentation in particular really help you develop a great framework to challenge the experimental design, conclusions drawn from experimental results, and understand what are the therapeutic implications of the research presented — all things I haven't found in other courses at Harvard. Grading is fair and if you put in the work, you will definitely do well.",0.9946,,0.0,,0.0
SCRB 197,Frontiers in Therapeutics 01,Melton,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4cc483a4d87d2494b0f8ae550c2874b6ad640832eb7b56d0c894387a704a862259f42f50422863593c61c4094e329e5a&ReportType=2&regl=en-US,FAS-204358-2248-1-1-01,FAS-204358-2248-1-1-01(Melton),204358,35,52,4.64,5.0,5.0,0.7722458393307382,5.0,5.0,5.0,0.0,4.55,4.0,3.0,2.69,4.58,5.0,5.0,0.87,0.8925833333333334,0.9539,0.9594,0.10531538209531574,0.0,0.0,0.0,0.0,"Truly a class you can only take at Harvard.  The speakers invited were at the forefront of their fields in therapeutic research and the course materials really helped us develop a strong translational framework with which to evaluate current research. I think most of the bio classes are very theoretical, but this course did an amazing job at incorporating student feedback, helping us engage with the material, and understand how the research being conducted can go on to make real changes in people's livelihoods.  Alex, the TF, is definitely a standout — highly recommend trying to get her if you can. This is definitely a survey class, but a really effective one. There are MS/MBAs, but not that much interaction between undergrads and MBAs.Assignments are weekly Canvas discussion posts, 1 paper presentation, and 2 papers. Really well–spaced out and the papers and presentation in particular really help you develop a great framework to challenge the experimental design, conclusions drawn from experimental results, and understand what are the therapeutic implications of the research presented — all things I haven't found in other courses at Harvard. Grading is fair and if you put in the work, you will definitely do well.",0.9946,,0.0,,0.0
SCRB 297,Frontiers in Therapeutics 01,Fishman,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=e1a6c41361872b97df0decab40760b8b1dd35f769a42f61abfd48efa24133a290dd2ac5079506aed05217f56301eb5c9&ReportType=2&regl=en-US,FAS-218466-2248-1-1-01,FAS-218466-2248-1-1-01(Fishman),218466,35,52,4.64,5.0,5.0,0.7722458393307382,5.0,5.0,5.0,0.0,4.55,4.0,3.0,2.69,4.58,5.0,5.0,0.87,0.8925833333333334,0.9539,0.9594,0.10531538209531574,0.0,0.0,0.0,0.0,"Truly a class you can only take at Harvard.  The speakers invited were at the forefront of their fields in therapeutic research and the course materials really helped us develop a strong translational framework with which to evaluate current research. I think most of the bio classes are very theoretical, but this course did an amazing job at incorporating student feedback, helping us engage with the material, and understand how the research being conducted can go on to make real changes in people's livelihoods.  Alex, the TF, is definitely a standout — highly recommend trying to get her if you can. This is definitely a survey class, but a really effective one. There are MS/MBAs, but not that much interaction between undergrads and MBAs.Assignments are weekly Canvas discussion posts, 1 paper presentation, and 2 papers. Really well–spaced out and the papers and presentation in particular really help you develop a great framework to challenge the experimental design, conclusions drawn from experimental results, and understand what are the therapeutic implications of the research presented — all things I haven't found in other courses at Harvard. Grading is fair and if you put in the work, you will definitely do well.",0.9946,,0.0,,0.0
SCRB 297,Frontiers in Therapeutics 01,Ghaffari,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=018a48538aaf73f69329ebf347c7d63f7f1cc4daf580bf0168fa9fd129fdffd5a079937f088d55609a31a65c87edef4b&ReportType=2&regl=en-US,FAS-218466-2248-1-1-01,FAS-218466-2248-1-1-01(Ghaffari),218466,35,52,4.64,5.0,5.0,0.7722458393307382,3.86,3.0,3.0,0.995139703912486,4.55,4.0,3.0,2.69,4.58,5.0,5.0,0.87,0.8925833333333334,0.9539,0.9594,0.10531538209531574,0.0,0.0,0.0,0.0,"Truly a class you can only take at Harvard.  The speakers invited were at the forefront of their fields in therapeutic research and the course materials really helped us develop a strong translational framework with which to evaluate current research. I think most of the bio classes are very theoretical, but this course did an amazing job at incorporating student feedback, helping us engage with the material, and understand how the research being conducted can go on to make real changes in people's livelihoods.  Alex, the TF, is definitely a standout — highly recommend trying to get her if you can. This is definitely a survey class, but a really effective one. There are MS/MBAs, but not that much interaction between undergrads and MBAs.Assignments are weekly Canvas discussion posts, 1 paper presentation, and 2 papers. Really well–spaced out and the papers and presentation in particular really help you develop a great framework to challenge the experimental design, conclusions drawn from experimental results, and understand what are the therapeutic implications of the research presented — all things I haven't found in other courses at Harvard. Grading is fair and if you put in the work, you will definitely do well.",0.9946,,0.0,,0.0
SCRB 297,Frontiers in Therapeutics 01,Melton,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=4cc483a4d87d2494b0f8ae550c2874b6ad640832eb7b56d0c894387a704a862259f42f50422863593c61c4094e329e5a&ReportType=2&regl=en-US,FAS-218466-2248-1-1-01,FAS-218466-2248-1-1-01(Melton),218466,35,52,4.64,5.0,5.0,0.7722458393307382,5.0,5.0,5.0,0.0,4.55,4.0,3.0,2.69,4.58,5.0,5.0,0.87,0.8925833333333334,0.9539,0.9594,0.10531538209531574,0.0,0.0,0.0,0.0,"Truly a class you can only take at Harvard.  The speakers invited were at the forefront of their fields in therapeutic research and the course materials really helped us develop a strong translational framework with which to evaluate current research. I think most of the bio classes are very theoretical, but this course did an amazing job at incorporating student feedback, helping us engage with the material, and understand how the research being conducted can go on to make real changes in people's livelihoods.  Alex, the TF, is definitely a standout — highly recommend trying to get her if you can. This is definitely a survey class, but a really effective one. There are MS/MBAs, but not that much interaction between undergrads and MBAs.Assignments are weekly Canvas discussion posts, 1 paper presentation, and 2 papers. Really well–spaced out and the papers and presentation in particular really help you develop a great framework to challenge the experimental design, conclusions drawn from experimental results, and understand what are the therapeutic implications of the research presented — all things I haven't found in other courses at Harvard. Grading is fair and if you put in the work, you will definitely do well.",0.9946,,0.0,,0.0
CE 10,StudioLab on Creativity and Entrepreneurship LEC,Helaire,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=dc1f913315c38026925e9d713efd59f9a9fd3f211b209fdc3efd76258e784447c48e4e40366c7e76fbe7708e6f6cebfe&ReportType=2&regl=en-US,FAS-220632-2248-1-1-LEC,FAS-220632-2248-1-1-LEC(Helaire),220632,10,13,4.38,5.0,5.0,0.8585043406822688,4.57,5.0,5.0,0.7297037292405271,4.0,2.0,2.0,3.87,4.43,5.0,5.0,0.79,0.79175,0.79175,0.9595,0.2372343250880867,0.0,0.0,0.0,0.0,"Take this class if you want a light, once a week class. It's super attainable to complete, but it doesn't actually teach you real skills in building a startup. It's a lot of general information, but nothing crazy applicable. The staff is amazing though, and I highly recommend getting involved with the Lemann Program. Overall, I really liked the class, but I did expect more skills outside of video editing to be developed.",0.9595,,0.0,,0.0
TDM 90AR,TDM Production Studio: Black Girl Nerd 001,Haymon,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2639244a651bdd503d40663cfc056b5b2afc69384857deaa72beb12580d2f12cc3dab25ab6b393f93326a03928d2d4f6&ReportType=2&regl=en-US,FAS-205023-2248-1-1-001,FAS-205023-2248-1-1-001(Haymon),205023,7,11,2.75,2.5,1.0,1.4864709750264078,3.75,4.0,4.0,1.0952145677879515,7.0,7.5,12.0,4.97,2.75,3.0,3.0,0.5,0.44035,0.44035,0.8807,0.6227489421909924,0.0,0.0,0.0,0.0,"Please do your due diligence and ask the TDM department how your production studio will differ from the past two production studios (fall 24 and spring 23), and  hold them accountable if/when your class becomes a mess (again)This semester, we had many unexplained rehearsal cancellations, no transparent communications about why, and understandably had to reduce the show to a workshop production. I just want to be clear: in 2024, TDM had two production studios and cancelled both runs for one reason or another I'm grateful for the experience because in a way, it's show business, but you (future students) deserve better. Just know your worth and don't be afraid to tell them if you feel like you're being treated unfairly in any way.",0.8807,,0.0,,0.0
TDM 98,Junior Tutorial 001,Stanley,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=6fa451e144f535f966ca0732dbe86a037d69cca2686c9b1bb02fb328270ff717bd89d5e7279ee7bf04397f183efcf486&ReportType=2&regl=en-US,FAS-160647-2248-1-1-001,FAS-160647-2248-1-1-001(Stanley),160647,5,5,3.5,3.5,2.0,1.1236664374387368,4.0,4.0,4.0,0.7106690545187014,7.75,8.5,12.0,4.19,3.67,4.0,2.0,1.53,0.9088666666666666,0.9044,0.96,0.049052760710619876,0.0,0.0,0.0,0.0,"This course is so much fun!  James is an incredible artist and educator, and he does such a great job of asking people questions and pushing them to think in new ways while keeping the entire course environment comfortable and safe.  As a student, I felt like I gained so much more agency and self–definition through this course experience (especially in taking the time to focus on my thesis).",0.96,,0.0,,0.0
TDM 105,Introduction to Dramaturgy 001,McKittrick,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=197fa34650dde76a70ca9d13d30edbc0a19f8b19a3e458a3ae6f033e18a7844ee5e55de0d789ffa19c4ec6bea8ce8471&ReportType=2&regl=en-US,FAS-118876-2248-1-1-001,FAS-118876-2248-1-1-001(McKittrick),118876,9,11,4.11,5.0,5.0,1.3727506854649334,4.11,5.0,5.0,1.3727506854649334,4.5,3.0,2.0,3.25,4.0,5.0,5.0,1.58,0.5691666666666667,0.9611000000000001,0.9898,0.6486421499306584,0.0,0.0,0.0,0.0,"This is one of the best courses that I have taken at Harvard! The opportunity to work with real productions at the ART is phenomenal, Ryan is a wonderful professor, and Annabeth is a great TA.  Be sure to come to class having done the reading and ready to participate in the discussions. There is a lot of reading for this course (at varying amounts week–to–week), so be prepared to put a lot of time into doing those readings, but it is definitely worth it. I had theater experience coming into the semester, but not much knowledge of dramaturgy specifically, so it was great to get to know theater from another point of view. You have many opportunities in this class to see wonderful theater and there is also a lot of room for creativity in each of the projects. Definitely take this course!!!",0.9909,"Take this class if you're passionate about theatre! It can get kind of repetitive and boring, but it's what you make of it. Don't take it if you don't actively want to learn more about dramaturgy, adaptations, etc.",-0.4879,,0.0
TDM 109,Beginning Acting Through Scene Study and Monologue Work 001,Airaldi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0245b24bfd7374d23a5010c14d0c51784d9c0242514cec92f163ad72f274710971b4bb43dc5b5f870d86178c1ac56a50&ReportType=2&regl=en-US,FAS-207571-2248-1-1-001,FAS-207571-2248-1-1-001(Airaldi),207571,7,12,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,6.43,3.0,3.0,6.45,5.0,5.0,5.0,0.0,0.880875,0.9856499999999999,0.9833,0.21644578035464984,0.0,0.0,0.0,0.0,"This class was absolutely phenomenal. If you see Remo teaching a course, you should absolutely 100% take it. He's one of the best professors I've had in my entire time at college. He makes class unbelievably fun and engaging, and everyone is always enjoying, laughing, and energizing one another. Alex was also absolutely amazing too, and he could have taught a course like this superbly; look out for him as a TF or as a teacher in the future as well!I can't speak highly enough about the teaching team and about the class. If you come in with an open mind and with enthusiasm and willing to be vulnerable and fail, you will grow tremendously. Everyone became so much more confident, composed, playful and just much better actors by the end of the class. The workload is really manageable and also fun; this is one of the only classes I've felt like I really enjoyed reading other students' weekly blog posts and then replying and interacting with them, and everyone did too based on the dynamic that emerged in the forums!There's really not much else to say: Best class at Harvard, Remo is best teacher, Alex is best TF. Take this class!",0.9959,,0.0,,0.0
TDM 119,Introduction to Voice and Speech 001,Bailey,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=2dde97dbd759999ecc8201e7ed1a1f90f42ee939f6bf46b16aa959c0cd16dc307d7677e4415638ffb47a1c7f2eb97565&ReportType=2&regl=en-US,FAS-118497-2248-1-1-001,FAS-118497-2248-1-1-001(Bailey),118497,10,14,5.0,5.0,5.0,0.0,5.0,5.0,5.0,0.0,3.63,3.0,2.0,2.56,4.89,5.0,5.0,0.33,0.893675,0.90445,0.9628,0.0858298073709439,0.0,0.0,0.0,0.0,"Such a good class. Erika is a wonderful person, and super knowledgeable/experienced about the subject matter. Jonathan (TF) is also way overqualified. The class had a spread of actors/performers and non–actors/performers, and Erika/Jonathan met everyone where they were. There were moments when I was pushed out of my comfort zone, but never in a way that felt like I was being singled out or unsupported. Super fun class that concretely improved my use of my voice (I'm not a performer or anything, either).",0.969,,0.0,,0.0
TDM 120,What's so Funny?: Introduction to Improvisational Comedy 001,Airaldi,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=586d3e9129ed1eb02a178e8a7a247a1eb3b0ae5a2f977591e6018a90e7f8bc9c836af75d2e772006c40caeecdb54a7fb&ReportType=2&regl=en-US,FAS-160654-2248-1-1-001,FAS-160654-2248-1-1-001(Airaldi),160654,12,16,4.92,5.0,5.0,0.2726599243442907,5.0,5.0,5.0,0.0,1.42,1.0,1.0,1.51,5.0,5.0,5.0,0.0,0.9199875,0.9355,0.8268,0.05489744822328787,0.0,0.0,0.0,0.0,"If you're reading this, you might be like me; you're interested in improv and have always liked making people laugh, but the thought of getting onstage and actually doing what you've seen improvisors do terrifies you. If that's true, I urge you (and please excuse the all caps here, I just want to make sure I get people's attention who are scrolling through Q Guides): PLEASE PLEASE PLEASE AUDITION FOR THE CLASS AND TAKE IT IF YOU GET IT YOU WILL NOT REGRET IT NO MATTER HOW SCARED OR NERVOUS YOU FEEL YOU ARE. This class was by FAR the best class I have ever taken at Harvard. Not only did I learn improv, but I became a more confident and clever human. Remo does an AMAZING job at creating a space where you can do WHATEVER; by the second or third week, I promise you won't be nervous or self–conscious around your classmates at all. Do it, take it! Audition! It's amazing!",0.996,,0.0,,0.0
TDM 121MV,Physical Approaches to Acting and Storytelling 001,Simpson,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=a4889dae66895645a8e941d88eea8bac6326ec95ae74b3e644c84295ed0da2f89ca4b634a42fa1cbbdd5fcccd0b2f5d5&ReportType=2&regl=en-US,FAS-223829-2248-1-1-001,FAS-223829-2248-1-1-001(Simpson),223829,11,14,4.22,5.0,5.0,1.3169830843425607,5.0,5.0,5.0,0.0,2.56,2.0,2.0,0.88,4.56,5.0,5.0,1.01,0.7225142857142857,0.9569,0.9772,0.4038701706760537,0.0,0.0,0.0,0.0,"TAKE THIS CLASS!!! It was so much fun. Pete is the best. We really came together as a group and had an amazing time It's a freeing, creative class that is super fun to try whether you have a ton of experience or no experience at all in theater/movement. We definitely got more comfortable as an ensemble as the semester went on, and I really found this to be such a valuable, fun, energizing class.",0.991,,0.0,,0.0
TDM 150,Directorial Concepts and Set Design of the 20th and 21st Centuries 001,Smeliansky,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=38049ff981374988cda6d645b3120eaed290b72287c1930e87c2f9a092b37bcab149109e7d4e7306854cae6a47f1a667&ReportType=2&regl=en-US,FAS-110319-2248-1-1-001,FAS-110319-2248-1-1-001(Smeliansky),110319,6,9,5.0,5.0,5.0,0.0,4.83,5.0,5.0,0.3775251680686369,2.67,2.5,3.0,1.97,5.0,5.0,5.0,0.0,0.7451333333333333,0.9166,0.3309,0.36050362457724794,0.0,0.0,0.0,0.0,"This was a really fun class. Professor Smeliansky is awesome –– she's super, super knowledgeable, plugged into the theater scene today, and an engaging lecturer. She brought in speakers to complement her lectures on history and theater really well. Her assignments were some of the most fun I've had on presentations in college. I learned how to put together a vision for a play. I gained a strong understanding of the history of set design and directing in the 20th century and I feel like I can coherently discuss the history of theater while also utilizing concepts to develop my own ideas.",0.9879,,0.0,,0.0
TDM 154,Designing with Light 001,Adelberg,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=9b3f3900bd4fddd5cc9769aec89b53b2c474efa32eacb7c8ad9f667fb5c43cb32204de44ae2d39a84b2d6a07bae69583&ReportType=2&regl=en-US,FAS-220841-2248-1-1-001,FAS-220841-2248-1-1-001(Adelberg),220841,8,9,4.88,5.0,5.0,0.33655211592363116,4.57,5.0,5.0,0.497569851956243,5.57,6.0,6.0,3.95,5.0,5.0,5.0,0.0,0.75795,0.7412,0.6588,0.10509918648590959,0.0,0.0,0.0,0.0,"This is an awesome class! It's fun, it's hands–on, and you'll get to meet new people and try new things. This class encourages you to go out of the Harvard arts scene, pay close attention to your everyday surroundings, and be creative.",0.92,,0.0,,0.0
TDM 158A,Introduction to Costume Design 001,Ayite,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=c0547fb5a88d2faf65378be37a0545c31bcf10b00efe7bf47fe51339fae9fe7dc0134dab2cdc602181dd48f1d0fce9e6&ReportType=2&regl=en-US,FAS-214575-2248-1-1-001,FAS-214575-2248-1-1-001(Ayite),214575,10,12,3.78,4.0,5.0,1.4037526640936833,3.89,4.0,5.0,1.3768411709334247,9.33,7.0,8.0,8.14,3.44,4.0,4.0,1.42,0.63895,0.9355,0.9209,0.5962551827866992,0.0,0.0,0.0,0.0,"This is a fun creative course to take if you have a bit of free space for an elective. It's really one–of–a–kind at Harvard and you will learn things on a really practical level. You will start to see the behind–the–scenes of each costume in a movie or theatre play, get to talk to people creating all these things and touch costumes with you own hands. It was really fun to draw again after so many years and I really appreciated Dede being so open to my slightly unhinged designs. Overall, as long as you put in some effort and interest into this, I think you should be ok.",0.9756,"I think this class is fun, but if you are thinking this class will just be fun and not require a lot of work, then you are wrong. The assignments take a lot more time than you expect so the class will be much more stressful than you think. You also do not get to do as much designing as you might think. The class focuses more on getting you thinking in the initial stages of designing and the process an actual costume designer would take when given a new script.",-0.533,,0.0
TDM 169S,Singer + Song = Story 001,Stewart,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=222c63e353fb384a71fa275dd410cfaba5e57d2991f49e4592530d41cabb8c0eaf29efe461f35afc35c7d90ee7d95642&ReportType=2&regl=en-US,FAS-215988-2248-1-1-001,FAS-215988-2248-1-1-001(Stewart),215988,11,16,4.4,5.0,5.0,1.0249414863810766,4.6,5.0,5.0,0.9211323729436766,6.0,4.5,2.0,4.45,4.5,5.0,5.0,0.85,0.629675,0.78295,0.0,0.4414705227985216,0.0,0.0,0.0,0.0,"This is an awesome opportunity to write a mini–musical on anything you can dream of! This course is specifically preparing the material to be used in the Spring Production Studio, so it was cool to write with the idea of students eventually playing these roles in a staged production. I would say there is a lot more independent work than group writing as we worked through our projects during this semester. Take this course if you want to learn how to write a cohesive, concise musical work from a teacher who values individuality, creativity, and nuance paving the way for untraditional musical forms.",0.9528,,0.0,,0.0
TDM 172B,Performing Outside the Theater 001,Bruguera,https://harvard.bluera.com/harvard/rpv-eng.aspx?lang=eng&redi=1&SelectedIDforPrint=0dfcb4b5aa258ca41780d74f1c6712543cc31df38ee8fa4f263a00e0ed6ec3374fc01f9bffe8e77a77c9ff49bd9619d5&ReportType=2&regl=en-US,FAS-221689-2248-1-1-001,FAS-221689-2248-1-1-001(Bruguera),221689,5,8,4.4,4.0,4.0,0.49236596391733095,4.6,5.0,5.0,0.49236596391733095,6.6,6.0,14.0,4.77,4.6,5.0,5.0,0.55,0.7746666666666667,0.8545,0.9806,0.2553864587900724,0.0,0.0,0.0,0.0,"The course was fun! Very different from other courses I’ve taken, but it was engaging and allowed me to explore myself, things I was curious and afraid to try prior, but I was given the opportunity to try things out and I’m so glad I did. The class cultivated a space of safety to perform and be silly and embrace the weirdness and fun of performing.",0.9806,,0.0,,0.0
